-20.1577	-12.472
-20.1856	-19.7572
-19.2694	-18.3512
-21.3027	-19.8518
-20.5595	-16.0904
-18.8653	-17.4433
-19.2828	-20.1061
-19.1343	-14.4034
-19.2548	-14.131
-19.251	-17.0834
-21.2266	-17.5668
-20.4484	-15.0231
-20.5059	-16.4707
-19.5	-17.6393
-18.0078	-12.37
-4.299	-13.1489
-3.52137	-13.3475
-1.99223	-12.2211
-2.59286	-15.5347
-2.84026	-14.4307
-3.58737	-12.926
-3.57676	-12.1488
-4.39339	-10.8313
-4.24653	-12.389
-4.56621	-11.2097
-4.3316	-11.0158
-5.11018	-11.7
-5.28641	-11.3406
-6.03105	-10.7258
-6.21515	-12.2373
-5.81501	-13.3927
-6.63186	-12.0809
-6.81641	-12.6642
-7.28945	-11.4855
-7.2706	-11.4131
-7.32879	-11.7079
-11.1781	-14.5191
-11.2085	-18.8737
-13.0398	-17.6703
-14.2526	-16.0063
-14.0403	-15.4148
-12.9897	-16.9437
-13.4935	-15.6255
-14.3307	-13.3341
-12.8292	-13.2219
-12.347	-12.2819
-11.8926	-9.98666
-13.2271	-4.34913
-17.0296	-4.11944
-15.777	-5.05501
-16.5315	-3.60727
-18.9207	1.43634
-19.89	1.7886
-19.483	2.25586
-18.5571	0.927662
-17.7606	0.214879
-16.3415	-0.275671
-14.2053	-2.80194
-8.59165	-3.15826
-6.05743	-2.36772
-5.72235	-4.00453
-5.31729	-4.8844
-6.10652	-5.68912
-5.5579	-6.00933
-6.19146	-7.31257
-6.98094	-8.70188
-7.02229	-8.74817
-9.84409	-11.3822
-10.1451	-16.943
-10.0185	-18.0196
-10.5394	-17.2069
-11.0246	-15.9732
-11.1219	-15.3718
-11.9219	-12.6866
-12.5591	-9.26437
-11.4418	-4.33291
-10.8043	0.794374
-11.8984	4.35279
-11.4382	5.97526
-12.8332	3.51078
-12.484	3.85243
-12.6142	1.77395
-10.348	-0.708345
-9.91724	-3.60691
-10.4792	-4.79084
-11.6307	-6.60543
-12.0008	-9.19813
-11.5357	-10.5563
-9.62034	-10.6924
-4.80388	-10.8706
-3.45937	-7.36887
-2.05602	-8.38789
-1.70601	-8.01536
-1.3511	-6.18768
-7.36966	-2.10803
-9.51634	-2.15573
-11.6748	-1.48543
-22.0478	0.749587
-19.8164	-6.56903
-21.6658	-7.46274
-21.1615	-2.45538
-16.061	-2.99998
-19.5863	-11.5517
-16.6811	-12.9128
-12.9104	-7.89893
-4.56382	-10.8443
-3.49703	-12.5628
-5.66138	-11.9377
-17.3843	-3.93681
-14.5486	-9.72605
-9.2578	-14.2995
-6.93562	-14.8739
-4.82485	-12.4045
-2.75224	-10.2795
-2.96394	-7.01384
-5.80299	-1.60517
-9.20091	-2.36881
-16.1469	-9.37208
-19.9822	-8.50104
-21.8637	-7.96531
-24.0242	-7.27594
-27.0155	-3.65005
-29.6256	-4.9387
-31.894	-1.63503
-31.491	-5.2452
-29.2241	-6.99389
-28.3588	-2.98161
-23.5701	-5.80647
-21.732	-3.43008
-20.1455	-11.0104
-20.0044	-14.1259
-23.5802	-15.4863
-20.2467	-15.9853
-19.5818	-13.894
-17.0877	-10.5261
-16.8881	-9.57055
-14.5028	-4.57118
-12.105	-11.0219
-11.6909	-10.1877
-13.2032	-12.1507
-10.5648	-5.89568
-5.91436	-4.93606
-20.766	-5.9572
-15.6504	-10.5281
-13.0115	-13.5154
-12.8255	-13.293
-12.8704	-14.1619
-12.7874	-14.5578
-12.4209	-15.6283
-12.5194	-15.5744
-13.0669	-14.1164
-12.7879	-15.867
-10.6904	-19.8663
-10.2918	-22.389
-9.60609	-24.9188
-7.83791	-25.7416
-6.23363	-26.7681
-7.34708	-26.6097
-5.3588	-26.384
-3.4893	-24.9379
-3.64461	-14.8801
-4.03289	-11.0918
-5.92125	-9.87325
-4.63185	-9.66518
-6.72268	-11.7589
-7.76206	-12.1533
-8.45782	-9.01591
-14.7281	-9.09688
-20.5139	-6.53591
-13.9794	-8.6661
-13.1314	-10.5854
-13.0219	-10.8835
-12.3636	-5.49382
-13.2321	-7.54391
-6.11685	-3.93508
-4.74188	-8.83282
-7.56115	-15.5067
-9.08298	-18.3544
-6.46957	-20.7159
-9.30671	-17.2131
-5.55237	-20.1387
-8.24663	-31.8501
-12.2469	-30.1569
-14.8755	-24.2135
-10.7874	-18.2246
-3.97608	-20.0578
-6.03413	-19.9735
-5.6631	-19.8935
-8.34575	-18.0749
-8.86462	-15.9424
-9.57205	-15.1331
-11.9509	-13.9857
-12.879	-16.0475
-13.6179	-14.3348
-15.6033	-17.3483
-18.9171	-17.8771
-20.6262	-18.8066
-22.1038	-18.2995
-22.26	-18.2932
-19.3798	-15.8452
-21.24	-17.6248
-21.3273	-17.6775
-20.42	-14.9317
-20.3604	-17.5601
-22.125	-18.2342
-16.2638	-11.5082
-23.8106	-8.79676
-24.7208	-11.946
-20.7202	-19.6936
-22.2175	-19.1961
-19.6277	-15.8929
-17.2085	-12.2591
-17.2006	-10.8014
-19.095	-13.8163
-22.3387	-15.5256
-22.7652	-13.7522
-21.1578	-16.9881
-24.224	-16.3533
-18.5888	-5.58532
-11.0001	-13.7431
-11.166	-13.9438
-9.36563	-10.3267
-12.52	-10.6477
-11.2368	-15.3474
-10.3258	-18.5161
-11.673	-17.6412
-11.6098	-18.5841
-12.7125	-18.0906
-12.1922	-18.6608
-12.6057	-16.9946
-12.552	-15.6237
-11.5831	-14.1437
-11.8853	-11.59
-11.6003	-8.06131
-10.6624	-5.63321
-10.8082	-4.17565
-10.7612	-3.09362
-10.952	-2.03301
-11.0194	-1.6402
-12.7135	-0.618933
-14.9209	1.39225
-16.0206	-0.229524
-17.4651	-1.9008
-18.3402	-4.65185
-18.8566	-8.35106
-17.9388	-12.3467
-15.9259	-14.9518
-12.7695	-15.8103
-10.19	-15.0444
-9.05201	-14.357
-8.62582	-12.8598
-8.69535	-14.6107
-6.63556	-20.0839
-4.58742	-23.0345
-8.6963	-15.3261
-13.5805	-17.7051
-9.18494	-21.1815
-7.55428	-23.4022
-10.4222	-19.0305
-10.5521	-22.0307
-11.7547	-23.3262
-14.0576	-21.5922
-15.1048	-20.1309
-16.4294	-20.2924
-18.0328	-19.5046
-17.9624	-20.1201
-18.6624	-19.7898
-18.6567	-20.3541
-18.3201	-21.7993
-17.8851	-22.6949
-16.98	-24.3707
-16.0891	-25.4308
-14.7661	-25.46
-13.695	-23.3389
-12.8597	-20.1937
-12.9168	-18.8569
-13.2321	-17.2801
-12.248	-16.9654
-11.3192	-12.4761
-10.9958	-12.2922
-10.7027	-12.1266
-10.1032	-12.7511
-11.0218	-13.3004
-11.2885	-13.1501
-10.8849	-18.7609
-13.9528	-17.6424
-13.8475	-16.7326
-13.0968	-16.7299
-12.047	-17.1076
-10.9346	-12.8778
-8.03197	-11.4829
-7.22448	-11.573
-6.54233	-10.3062
-5.09739	-9.05411
-3.60929	-9.4349
-6.26245	-10.5315
-5.53336	-10.1313
-7.17409	-6.71883
-12.3394	-8.66592
-14.245	-12.0316
-15.358	-11.9404
-22.0399	-16.3918
-23.5697	-18.2918
-18.8298	-7.01113
-12.3504	-21.3018
-14.1637	-21.4413
-9.40309	-22.4227
-9.06268	-27.5611
-1.76553	-18.707
-5.0548	-11.755
-7.16722	-9.53126
-6.08738	-9.59366
-12.109	-8.05399
-20.3656	-17.3244
-14.1783	-13.1095
-9.6207	-11.5083
-6.41733	-17.332
-11.389	-15.7575
-11.2943	-15.0975
-10.5949	-14.3926
-8.59522	-14.4393
-7.3135	-12.2765
-6.79182	-7.1677
-7.96757	-3.84531
-9.72444	-8.31772
-20.7004	-17.0245
-20.9612	-16.5401
-17.2805	-14.7861
-13.993	-13.9952
-8.2715	-18.0668
-7.64824	-17.4521
-8.19289	-17.6996
-6.97716	-10.1513
-7.10696	-4.04714
-12.5386	2.39182
-20.8825	2.79329
-24.3714	-0.777738
-28.5988	-3.53864
-32.2861	-4.25381
-30.8354	-1.80562
-32.7381	-6.32945
-31.0906	-5.65896
-29.7247	-6.334
-23.4445	-2.31073
-10.0296	-6.35212
-10.2886	-4.01217
-13.6788	-7.70555
-10.2328	-10.54
-12.2416	-8.46755
-6.66419	-4.03339
-10.787	3.40383
-17.6627	1.87656
-23.872	-5.57627
-23.1898	-10.0915
-22.7735	-13.2368
-22.0564	-14.1224
-21.3189	-13.5378
-20.6387	-12.1323
-20.7019	-12.0918
-14.3016	-9.56524
-18.636	-11.413
-16.6027	-11.498
-7.22119	-20.1506
-5.86338	-24.8766
-3.97523	-23.1429
-5.90669	-20.6157
-8.84278	-13.3195
-7.42335	-11.8579
-6.31155	-12.052
-6.61483	-10.5312
-7.26784	-5.81666
-7.60836	-1.47151
-9.12967	0.286477
-10.6138	0.702303
-8.04639	-6.38534
-4.1351	-8.03519
-2.71821	-9.43665
-3.27406	-7.05624
-3.90964	-5.36218
-3.72836	-5.42874
-3.80492	-5.43573
-3.39085	-3.19306
-6.29898	-4.68341
-8.02397	-6.63519
-10.8169	-8.38026
-18.9828	-22.2075
-19.4142	-21.2825
-21.9454	-22.0747
-14.7422	-17.3733
-4.26326	-12.5591
-4.60849	-16.0572
-5.16722	-17.329
-5.53337	-20.0267
-5.16633	-20.4144
-5.93647	-16.3459
-8.68166	-10.9554
-7.19135	-11.2555
-6.18478	-8.76811
-7.91516	-4.33828
-10.813	-10.2667
-14.5315	-12.8593
